index,start,end,start_seconds,end_seconds,text_en,text_zh
762,"00:38:50,670","00:38:53,060",2330.67,2333.06,我在讲资源分配。,我在讲资源分配。
763,"00:38:53,060","00:38:55,760",2333.06,2335.76,它和你们想到的那些东西——,它和你们想到的那些东西——
764,"00:38:55,760","00:38:57,302",2335.76,2337.302,它和你在把飞机分配到一个航班时刻表上,它和你在把飞机分配到一个航班时刻表上
765,"00:38:57,302","00:39:01,290",2337.302,2341.29,或者在安排一个工厂,或者在安排一个工厂
766,"00:39:01,290","00:39:04,000",2341.29,2344.0,的时候会想到的同类的想法是一样的。,的时候会想到的同类的想法是一样的。
767,"00:39:04,000","00:39:06,060",2344.0,2346.06,但例子是用颜色,但例子是用颜色
768,"00:39:06,060","00:39:08,760",2346.06,2348.76,给美国的州上色，,给美国的州上色，
769,"00:39:08,760","00:39:11,380",2348.76,2351.38,使得任何相邻的两个州没有相同的颜色。,使得任何相邻的两个州没有相同的颜色。
770,"00:39:11,380","00:39:12,050",2351.38,2352.05,所以开始了。,所以开始了。
771,"00:39:12,050","00:39:15,390",2352.05,2355.39,,
772,"00:39:15,390","00:39:18,600",2355.39,2358.6,这是我在课开始时展示的内容。,这是我在课开始时展示的内容。
773,"00:39:18,600","00:39:21,520",2358.6,2361.52,这是一种做那种着色的方式。,这是一种做那种着色的方式。
774,"00:39:21,520","00:39:25,440",2361.52,2365.44,"你可能会说：""嗯，我们为什么不等到它完成呢？","你可能会说：""嗯，我们为什么不等到它完成呢？"
775,"00:39:25,440","00:39:27,190",2365.44,2367.19,"你想那么做吗？""","你想那么做吗？"""
776,"00:39:27,190","00:39:29,283",2367.19,2369.283,"""不？""","""不？"""
777,"00:39:29,283","00:39:31,200",2369.283,2371.2,"""嗯，我们不会等到它完成，","""嗯，我们不会等到它完成，"
778,"00:39:31,200","00:39:33,990",2371.2,2373.99,因为太阳会爆炸，吞噬地球，,因为太阳会爆炸，吞噬地球，
779,"00:39:33,990","00:39:35,430",2373.99,2375.43,"然后这个程序才会完成。""","然后这个程序才会完成。"""
780,"00:39:35,430","00:39:36,960",2375.43,2376.96,[笑声],[笑声]
781,"00:39:36,960","00:39:41,520",2376.96,2381.52,但通过对程序工作方式的一个小调整——,但通过对程序工作方式的一个小调整——
782,"00:39:41,520","00:39:44,070",2381.52,2384.07,我告诉我的学生，你们将在接下来的 50,我告诉我的学生，你们将在接下来的 50
783,"00:39:44,070","00:39:45,660",2384.07,2385.66,分钟内理解——这就是你得到的。,分钟内理解——这就是你得到的。
784,"00:39:45,660","00:39:49,850",2385.66,2389.85,,
785,"00:39:49,850","00:39:50,630",2389.85,2390.63,是不是很酷？,是不是很酷？
786,"00:39:50,630","00:39:53,410",2390.63,2393.41,,
787,"00:39:53,410","00:39:55,160",2393.41,2395.16,你一定对这种东西感到惊讶，,你一定对这种东西感到惊讶，
788,"00:39:55,160","00:39:57,830",2395.16,2397.83,它把一段计算的耗时从比太阳系的寿命,它把一段计算的耗时从比太阳系的寿命
789,"00:39:57,830","00:40:00,920",2397.83,2400.92,还长变成短短几秒钟。,还长变成短短几秒钟。
790,"00:40:00,920","00:40:05,757",2400.92,2405.757,"所以这就是我所说的""提前给出承诺","所以这就是我所说的""提前给出承诺"
791,"00:40:05,757","00:40:07,340",2405.757,2407.34,并对你正在讲的内容,并对你正在讲的内容
792,"00:40:07,340","00:40:10,400",2407.34,2410.4,"表达热情""的意思。","表达热情""的意思。"
793,"00:40:10,400","00:40:12,080",2410.4,2412.08,嗯，这个小部分里的最后一项，,嗯，这个小部分里的最后一项，
794,"00:40:12,080","00:40:15,110",2412.08,2415.11,是关于人们认为他们在,是关于人们认为他们在
795,"00:40:15,110","00:40:16,640",2415.11,2416.64,MIT 所做的事情。,MIT 所做的事情。
796,"00:40:16,640","00:40:19,880",2416.64,2419.88,你问教员们最重要的目的是什么，,你问教员们最重要的目的是什么，
797,"00:40:19,880","00:40:23,480",2419.88,2423.48,"他们会说：""嗯，我做的最重要的事情","他们会说：""嗯，我做的最重要的事情"
798,"00:40:23,480","00:40:26,060",2423.48,2426.06,"是教人们如何思考。""","是教人们如何思考。"""
799,"00:40:26,060","00:40:29,090",2426.06,2429.09,"然后你说：""哦，太棒了。""","然后你说：""哦，太棒了。"""
800,"00:40:29,090","00:40:32,030",2429.09,2432.03,"""你如何教人们如何思考呢？""","""你如何教人们如何思考呢？"""
801,"00:40:32,030","00:40:32,730",2432.03,2432.73,Blank stare.,茫然凝视。
802,"00:40:32,730","00:40:35,250",2432.73,2435.25,,
803,"00:40:35,250","00:40:38,040",2435.25,2438.04,"No one can quite respond to that part,",没人能很好地回应那部分，
804,"00:40:38,040","00:40:40,693",2438.04,2440.693,that natural next question.,那个自然而然的下一个问题。
805,"00:40:40,693","00:40:42,360",2440.693,2442.36,So how do you teach people how to think?,那么怎么教人思考呢？
806,"00:40:42,360","00:40:48,840",2442.36,2448.84,"Well, I believe that we are storytelling animals.",我认为我们是会讲故事的动物。
807,"00:40:48,840","00:40:52,518",2448.84,2452.518,"And that we start developing our story,",我们从童年起就开始建构故事，
808,"00:40:52,518","00:40:54,060",2452.518,2454.06,understanding and manipulating skills,培养理解和运用能力，
809,"00:40:54,060","00:40:57,810",2454.06,2457.81,with fairy tales in childhood and continue on,从童话故事开始，并一路延续。
810,"00:40:57,810","00:41:02,490",2457.81,2462.49,"through professional schools like law, business, medicine,",进入法学院、商学院、医学院等
811,"00:41:02,490","00:41:03,870",2462.49,2463.87,everything.,各专业院校。
812,"00:41:03,870","00:41:06,690",2463.87,2466.69,And we continue doing that throughout life.,这种训练贯穿我们一生。
813,"00:41:06,690","00:41:09,870",2466.69,2469.87,So if that is what thinking is all about.,所以如果这正是思维的本质，
814,"00:41:09,870","00:41:11,730",2469.87,2471.73,"And we want to teach people how to think,",而我们想教人如何思考，
815,"00:41:11,730","00:41:14,490",2471.73,2474.49,"you provide them with the stories they need to know,",你就给他们需要知道的故事，
816,"00:41:14,490","00:41:17,070",2474.49,2477.07,"the questions they need to ask about those stories,",需要围绕这些故事提出的问题，
817,"00:41:17,070","00:41:19,350",2477.07,2479.35,"mechanisms for analyzing those stories,",分析故事的机制，
818,"00:41:19,350","00:41:20,890",2479.35,2480.89,"ways of putting stories together,",把故事串联起来的方法，
819,"00:41:20,890","00:41:24,760",2480.89,2484.76,ways of evaluating how reliable a story is.,以及评估故事可靠性的方法。
820,"00:41:24,760","00:41:28,080",2484.76,2488.08,And that's what I think you need to do when you teach people,这就是我认为教人
821,"00:41:28,080","00:41:29,770",2488.08,2489.77,how to think.,如何思考时该做的。
822,"00:41:29,770","00:41:31,920",2489.77,2491.92,But that's all about education.,但那都属于教育范畴。
823,"00:41:31,920","00:41:35,790",2491.92,2495.79,And many of you here are not necessarily,而在座许多人
824,"00:41:35,790","00:41:39,870",2495.79,2499.87,"for that, but rather for this part,",并非为此而来，而是为了这部分——
825,"00:41:39,870","00:41:43,410",2499.87,2503.41,"for persuading, which breaks down into several categories,",即「说服」，它可分为几类，
826,"00:41:43,410","00:41:48,210",2503.41,2508.21,"oral exams, not shown, shop talks, getting famous.",口试（未列出）、学术报告、出名。
827,"00:41:48,210","00:41:51,720",2508.21,2511.72,I won't say much about oral exams other than the fact,关于口试我只想说一点，
828,"00:41:51,720","00:41:54,930",2511.72,2514.93,that they used to be a lot scarier than they are today.,它们过去比现在可怕得多。
829,"00:41:54,930","00:41:59,280",2514.93,2519.28,"In the old days, reading the literature",过去，阅读外文文献
830,"00:41:59,280","00:42:01,410",2519.28,2521.41,in a foreign language was a part of that.,是口试的一部分。
831,"00:42:01,410","00:42:04,350",2521.41,2524.35,And there was a high failure rate.,不通过率很高。
832,"00:42:04,350","00:42:08,790",2524.35,2528.79,"And when you look back on those failures,",回头看那些失败案例，
833,"00:42:08,790","00:42:12,540",2528.79,2532.54,the most usual reason for people failing an oral exam,口试失败最常见的原因
834,"00:42:12,540","00:42:17,460",2532.54,2537.46,is failure to situate and a failure to practice.,是不会「定位」和不会练习。
835,"00:42:17,460","00:42:20,430",2537.46,2540.43,"By situate, I mean, it's important to talk",「定位」是指，谈论你的研究
836,"00:42:20,430","00:42:22,680",2540.43,2542.68,about your research in context.,时需要放在具体语境中。
837,"00:42:22,680","00:42:25,530",2542.68,2545.53,This is a problem that's being pursued all over the world.,这是一个全球都在研究的问题。
838,"00:42:25,530","00:42:30,450",2545.53,2550.45,There hasn't been any progress before me in the past 30 years.,在我之前，过去30年都没有进展。
839,"00:42:30,450","00:42:32,160",2550.45,2552.16,Everyone is looking for a solution,大家都在寻找解决方案，
840,"00:42:32,160","00:42:33,840",2552.16,2553.84,because it will have impact on so,因为它会影响到
841,"00:42:33,840","00:42:37,380",2553.84,2557.38,"many other things, such situating and time and place",许多其他方面，比如定位、时间与地点
842,"00:42:37,380","00:42:38,860",2557.38,2558.86,and feel.,以及感觉。
843,"00:42:38,860","00:42:41,970",2558.86,2561.97,"And then as far as practice is concerned, yes,",至于练习，确实很重要。
844,"00:42:41,970","00:42:43,530",2561.97,2563.53,practice is important.,练习确实重要。
845,"00:42:43,530","00:42:48,090",2563.53,2568.09,But that doesn't mean showing your slides to the people,但那不意味着把幻灯片给
846,"00:42:48,090","00:42:50,370",2568.09,2570.37,you share an with.,你同办公室的同事看。
847,"00:42:50,370","00:42:54,023",2570.37,2574.023,"The problem with that is that if people know what you're doing,",这样做的问题在于，如果他们知道你在做什么，
848,"00:42:54,023","00:42:55,440",2574.023,2575.44,they will hallucinate that there's,他们就会臆想你的报告里
849,"00:42:55,440","00:42:57,480",2575.44,2577.48,material in your presentation that isn't there,存在并不存在的内容，
850,"00:42:57,480","00:42:59,748",2577.48,2579.748,if it isn't there.,即使它并不存在。
851,"00:42:59,748","00:43:01,290",2579.748,2581.29,"A variation on the scene, by the way,",顺便说一下另一种情况，
852,"00:43:01,290","00:43:06,330",2581.29,2586.33,is your faculty supervisor is not a very good person,是你的导师其实并不是合适人选
853,"00:43:06,330","00:43:09,300",2586.33,2589.3,"to help you debug a talk because they, in fact, know",来帮你调试报告，因为他们其实知道
854,"00:43:09,300","00:43:10,200",2589.3,2590.2,what you're doing.,你在做什么。
855,"00:43:10,200","00:43:11,940",2590.2,2591.94,"And they will, in fact, hallucinate",他们同样会臆想
856,"00:43:11,940","00:43:14,818",2591.94,2594.818,there's material in your presentation that isn't there.,你的报告里存在并不存在的内容。
857,"00:43:14,818","00:43:16,860",2594.818,2596.86,So you need to get together with some friends who,所以你需要找一些
858,"00:43:16,860","00:43:20,180",2596.86,2600.18,don't know what you're doing and have them--,不了解你工作的朋友，让他们——
859,"00:43:20,180","00:43:23,760",2600.18,2603.76,"well, you start the practice session by saying,",嗯，在练习开始时你先说：
860,"00:43:23,760","00:43:27,330",2603.76,2607.33,"if you can't make me cry, I won't value as a friend",如果你不能把我感动到哭，
861,"00:43:27,330","00:43:27,840",2607.33,2607.84,anymore.,我就不再把你当朋友。
862,"00:43:27,840","00:43:28,980",2607.84,2608.98,[LAUGHTER],[笑声]
863,"00:43:28,980","00:43:33,600",2608.98,2613.6,"And then when you get to the faculty on a oral exam,",等你站到导师面前进行口试时，
864,"00:43:33,600","00:43:35,350",2613.6,2615.35,it will be easy.,一切就轻松了。
865,"00:43:35,350","00:43:39,000",2615.35,2619.0,"You see, difficulty-- the amount of flak",你看，难度——你将遭遇的
866,"00:43:39,000","00:43:41,990",2619.0,2621.99,you'll get from somebody is proportional to age.,挑战强度与年龄成正比。
867,"00:43:41,990","00:43:45,390",2621.99,2625.39,"The older somebody is, the more they",人年纪越大，
868,"00:43:45,390","00:43:47,160",2625.39,2627.16,understand where they are in the world.,越懂得自己在这世界的位置。
869,"00:43:47,160","00:43:49,470",2627.16,2629.47,But the young people are trying to show the old people,但年轻人总想向年长者
870,"00:43:49,470","00:43:52,122",2629.47,2632.122,"how smart they are, so it's subtly vicious.",展示自己多么聪明，暗中较劲。
871,"00:43:52,122","00:43:53,580",2632.122,2633.58,So whenever you have an opportunity,所以每当有机会
872,"00:43:53,580","00:43:55,140",2633.58,2635.14,to have an examining committee that's,让评审委员会里
873,"00:43:55,140","00:43:59,490",2635.14,2639.49,"full of people with gray hair, that's what you want.",全是满头银发的长者，那正是你想要的。
874,"00:43:59,490","00:44:01,500",2639.49,2641.5,"Well, that's just a word or two about something",好吧，关于这点我只说这一两句，
875,"00:44:01,500","00:44:02,460",2641.5,2642.46,I haven't listed here.,这点我还没列在这里。
876,"00:44:02,460","00:44:05,610",2642.46,2645.61,Let's get into the subject of job talks.,现在我们进入求职演讲的话题。
877,"00:44:05,610","00:44:14,230",2645.61,2654.23,So I was sitting in a bar many years ago in San Diego.,很多年前，我坐在圣地亚哥的一家酒吧里。
878,"00:44:14,230","00:44:16,680",2654.23,2656.68,"I was a member of the Navy Science Board,",我是海军科学委员会的成员，
879,"00:44:16,680","00:44:21,420",2656.68,2661.42,and I was sitting with a couple of my colleagues on the board,当时和委员会的两位同事坐在一起。
880,"00:44:21,420","00:44:24,910",2661.42,2664.91,Delores Etter from the University of Colorado.,一位是科罗拉多大学的 Delores Etter。
881,"00:44:24,910","00:44:27,960",2664.91,2667.96,She made me so jealous I could spit because she'd written 21,她让我嫉妒得牙痒，因为她已写了 21 本书，
882,"00:44:27,960","00:44:30,660",2667.96,2670.66,"books, and I'd only written 17.",而我只写了 17 本。
883,"00:44:30,660","00:44:35,130",2670.66,2675.13,And then the other one was Bill Weldon,另一位是 Bill Weldon，
884,"00:44:35,130","00:44:38,230",2675.13,2678.23,from the University of Texas.,来自德克萨斯大学。
885,"00:44:38,230","00:44:41,280",2678.23,2681.28,"He was an electromagnetism guy, and he",他专攻电磁学，
886,"00:44:41,280","00:44:45,030",2681.28,2685.03,knew how to use rail guns to drive steel rods through tank,懂得如何用轨道炮把钢棒
887,"00:44:45,030","00:44:45,660",2685.03,2685.66,armor.,射穿坦克装甲。
888,"00:44:45,660","00:44:47,590",2685.66,2687.59,These were interesting people.,这些人都很有意思。
889,"00:44:47,590","00:44:53,880",2687.59,2693.88,"So I said, what do you look for in a faculty candidate?",我便问，你们看重求职者的什么？
890,"00:44:53,880","00:44:58,000",2693.88,2698.0,"And within one microsecond, Delores",话音刚落，Delores
891,"00:44:58,000","00:45:00,270",2698.0,2700.27,"said, they have to show us they've",立刻答道，他们必须让我们看到
892,"00:45:00,270","00:45:05,940",2700.27,2705.94,"got some kind of vision, quickly followed by Bill who said,",他们具有某种远见。Bill 紧跟着说：
893,"00:45:05,940","00:45:08,063",2705.94,2708.063,they have to show us that they've done something.,他们必须让我们看到他们做出了成果。
894,"00:45:08,063","00:45:15,160",2708.063,2715.16,,
895,"00:45:15,160","00:45:18,550",2715.16,2718.55,"Oh, that sounds good, I said.",「嗯，说得好。」我说。
896,"00:45:18,550","00:45:20,560",2718.55,2720.56,"And then I said to them, how long",然后我问他们，
897,"00:45:20,560","00:45:24,640",2720.56,2724.64,does a candidate have to establish these two things?,求职者需要多久建立这两点？
898,"00:45:24,640","00:45:26,850",2724.64,2726.85,What do you think?,你觉得呢？
899,"00:45:26,850","00:45:28,510",2726.85,2728.51,"Well, compare your answer to theirs.",好，把你的答案跟他们比一比。
900,"00:45:28,510","00:45:33,970",2728.51,2733.97,,
901,"00:45:33,970","00:45:36,803",2733.97,2736.803,Five minutes.,五分钟。
902,"00:45:36,803","00:45:38,470",2736.803,2738.47,"So if you haven't expressed your vision,",所以如果你还没表达你的愿景，
903,"00:45:38,470","00:45:42,850",2738.47,2742.85,if you haven't told people that you've done something in five,还没在五分钟内告诉别人你做了什么，
904,"00:45:42,850","00:45:45,880",2742.85,2745.88,"minutes, you've already lost.",那你就输了。
905,"00:45:45,880","00:45:47,630",2745.88,2747.63,So you have to be able to do that.,所以你必须能完成这件事。
906,"00:45:47,630","00:45:51,250",2747.63,2751.25,And let me just mention a couple of things in that connection.,关于这一点，我想再提几件事。
907,"00:45:51,250","00:45:54,190",2751.25,2754.19,"Here, the vision is in part, a problem",在这里，愿景一部分是某个问题——
908,"00:45:54,190","00:46:00,340",2754.19,2760.34,that somebody cares about and something new in your approach.,有人关心的问题，以及你方法中的新意。
909,"00:46:00,340","00:46:06,350",2760.34,2766.35,,
910,"00:46:06,350","00:46:08,560",2766.35,2768.56,So the problem is understanding the nature,所以这个问题是理解
911,"00:46:08,560","00:46:10,480",2768.56,2770.48,of human intelligence.,人类智能的本质。
912,"00:46:10,480","00:46:12,640",2770.48,2772.64,And the approach is asking questions,而方法是提出这样的问题：
913,"00:46:12,640","00:46:16,510",2772.64,2776.51,about what makes us different from chimpanzees,是什么让我们与黑猩猩
914,"00:46:16,510","00:46:18,130",2776.51,2778.13,and Neanderthals.,和尼安德特人不同。
915,"00:46:18,130","00:46:19,720",2778.13,2779.72,"Is it merely a matter of quantity,",这只是数量上的差别吗，
916,"00:46:19,720","00:46:23,320",2779.72,2783.32,or we're just a little bit smarter in some continuous way?,还是我们在某个连续维度上聪明了一点点？
917,"00:46:23,320","00:46:26,490",2783.32,2786.49,Or do we have something that's fundamentally different,或者我们拥有某种本质不同的东西——
918,"00:46:26,490","00:46:30,550",2786.49,2790.55,that chimpanzees don't have and Neanderthals either?,黑猩猩没有，尼安德特人也没有？
919,"00:46:30,550","00:46:34,630",2790.55,2794.63,"And the answer is yes, we do have something different.",答案是肯定的，我们确实拥有不同的东西。
920,"00:46:34,630","00:46:36,900",2794.63,2796.9,We are symbolic creatures.,我们是使用符号的生物。
921,"00:46:36,900","00:46:39,550",2796.9,2799.55,"And because we're symbolic creatures,",因为我们是使用符号的生物，
922,"00:46:39,550","00:46:44,560",2799.55,2804.56,we can build symbolic descriptions,我们能够构建符号化的描述，
923,"00:46:44,560","00:46:46,330",2804.56,2806.33,of relations and events.,来描述关系与事件。
924,"00:46:46,330","00:46:48,835",2806.33,2808.835,We can string them together and make stories.,我们能把它们串联起来，构成故事。
925,"00:46:48,835","00:46:51,760",2808.835,2811.76,"And because we can make stories, that's what makes us different.",也因为我们会讲故事，这就是我们的不同之处。
926,"00:46:51,760","00:46:54,190",2811.76,2814.19,So that's my stump speech.,这就是我的开场套话。
927,"00:46:54,190","00:46:56,560",2814.19,2816.56,That's how I start most of my talks,这是我在大多数关于
928,"00:46:56,560","00:46:59,260",2816.56,2819.26,on my own personal research.,我个人研究的演讲中的开场。
929,"00:46:59,260","00:47:04,990",2819.26,2824.99,How do you express the notion that you've done something?,你如何表达你确实做出了成果？
930,"00:47:04,990","00:47:10,240",2824.99,2830.24,By listing the steps that need to be taken in order to achieve,通过列出为实现这一目标
931,"00:47:10,240","00:47:12,602",2830.24,2832.602,the solution to that problem.,需要采取的步骤。
932,"00:47:12,602","00:47:14,560",2832.602,2834.56,You don't have to have done all of those steps.,你不必已经完成所有这些步骤。
933,"00:47:14,560","00:47:18,370",2834.56,2838.37,But you can say here's what needs to be done.,但你可以说：这是需要做的事。
934,"00:47:18,370","00:47:20,660",2838.37,2840.66,"An example, here's what needs to be done.",举个例子，这些事需要做。
935,"00:47:20,660","00:47:23,260",2840.66,2843.26,We need to specify some behavior.,我们需要规定某些行为。
936,"00:47:23,260","00:47:25,840",2843.26,2845.84,We need to enumerate the constraints that,我们需要列举那些
937,"00:47:25,840","00:47:28,690",2845.84,2848.69,make it possible to deal with that behavior.,让处理这些行为成为可能的约束。
938,"00:47:28,690","00:47:31,030",2848.69,2851.03,"We have to implement a system because we're engineers,",我们必须实现一个系统，因为我们是工程师，
939,"00:47:31,030","00:47:33,190",2851.03,2853.19,and we don't think that we've understood something,我们不认为我们理解了某件事，
940,"00:47:33,190","00:47:35,333",2853.19,2855.333,unless we can build it.,除非我们能把它造出来。
941,"00:47:35,333","00:47:37,000",2855.333,2857.0,"And we've built such a system, and we're",我们已经造出了这样的一个系统，
942,"00:47:37,000","00:47:38,542",2857.0,2858.542,about to demonstrate it to you today.,今天稍后就会演示给你看。
943,"00:47:38,542","00:47:42,040",2858.542,2862.04,That would be an example of enumerating a series of steps,这便是列举实现愿景
944,"00:47:42,040","00:47:45,290",2862.04,2865.29,needed to realize the vision.,所需步骤的一个范例。
945,"00:47:45,290","00:47:49,280",2865.29,2869.28,"So then blah, blah, blah, blah, blah, blah, blah, blah.",然后呢，吧啦吧啦吧啦吧啦吧啦。
946,"00:47:49,280","00:47:51,250",2869.28,2871.25,And then you conclude by--,然后你以——
947,"00:47:51,250","00:47:54,550",2871.25,2874.55,you conclude by enumerating your contributions.,以列举你的贡献作为收尾。
948,"00:47:54,550","00:48:01,110",2874.55,2881.11,,
949,"00:48:01,110","00:48:03,930",2881.11,2883.93,It's kind of mirror of these steps.,它与前面的步骤互为镜像。
950,"00:48:03,930","00:48:06,610",2883.93,2886.61,And it helps to establish that you've done something.,这有助于确立你确实做出了成果。
951,"00:48:06,610","00:48:08,730",2886.61,2888.73,So that's a kind of general purpose framework,这就是一个通用框架，
952,"00:48:08,730","00:48:12,180",2888.73,2892.18,for doing a technical talk.,用来做一场技术演讲。
953,"00:48:12,180","00:48:16,930",2892.18,2896.93,"Now, only a few more things left to do today.",今天剩下的内容只剩几件事。
954,"00:48:16,930","00:48:19,360",2896.93,2899.36,Getting famous is the next item on our agenda,议程上的下一项是——出名。
955,"00:48:19,360","00:48:20,920",2899.36,2900.92,"because once you've got the job, you",因为一旦你拿到职位，
956,"00:48:20,920","00:48:22,420",2900.92,2902.42,need to think a little bit about how,你就得稍微想想
957,"00:48:22,420","00:48:25,790",2902.42,2905.79,you're going to be recognized for what you do.,如何让你的工作被人认可。
958,"00:48:25,790","00:48:38,140",2905.79,2918.14,"So oh, first of all, why should you care about getting famous?",那么，先问一句，你为什么要在意出名？
959,"00:48:38,140","00:48:40,360",2918.14,2920.36,I thought about this in connection,我想起一件与此事有关的事，
960,"00:48:40,360","00:48:44,920",2920.36,2924.92,with a fundraising event I attended,那是我参加的一场募捐活动，
961,"00:48:44,920","00:48:49,920",2924.92,2929.92,"once, a fundraising event for raising money",一场为募集善款而办的募捐会——
962,"00:48:49,920","00:48:52,680",2929.92,2932.68,to save Venice from going under water and having all of its art,为了拯救威尼斯免于沉入水下，
963,"00:48:52,680","00:48:53,820",2932.68,2933.82,destroyed.,让它所有的艺术品毁于一旦。
964,"00:48:53,820","00:49:00,210",2933.82,2940.21,"Anyway, I was sitting here, and JC was sitting here.",总之，我坐在这里，茱莉亚坐在那里。
965,"00:49:00,210","00:49:03,210",2940.21,2943.21,"That was Julia, the late Julia Child.",那就是茱莉亚，已故的茱莉亚·查尔德。
966,"00:49:03,210","00:49:08,190",2943.21,2948.19,,
967,"00:49:08,190","00:49:10,950",2948.19,2950.95,"And as the evening wore on, more and more people",夜渐深，越来越多的人
968,"00:49:10,950","00:49:14,760",2950.95,2954.76,would come up and ask Julia to autograph something,走上前请茱莉亚签名，
969,"00:49:14,760","00:49:19,590",2954.76,2959.59,or express a feeling that she had changed their life.,或者表达她改变了他们人生的感触。
970,"00:49:19,590","00:49:23,380",2959.59,2963.38,And it just happened over and over again.,这样的情形反复出现。
971,"00:49:23,380","00:49:27,810",2963.38,2967.81,"So eventually, I turned to Julia, and I said, Ms. Child,",于是我终于转向茱莉亚，问：查尔德女士，
972,"00:49:27,810","00:49:30,157",2967.81,2970.157,is it fun to be famous?,出名有意思吗？
973,"00:49:30,157","00:49:31,740",2970.157,2971.74,And she thought about it for a second.,她想了想。
974,"00:49:31,740","00:49:34,752",2971.74,2974.752,"And she said, you get used to it.",她说，你会习惯的。
975,"00:49:34,752","00:49:35,900",2974.752,2975.9,[LAUGHTER],【笑声】
976,"00:49:35,900","00:49:38,070",2975.9,2978.07,But you know what occured to me?,但你知道我后来想到了什么？
977,"00:49:38,070","00:49:41,590",2978.07,2981.59,You never get used to being ignored.,你永远无法习惯被忽视。
978,"00:49:41,590","00:49:45,240",2981.59,2985.24,So it's-- here's a way to think about it.,所以——可以这样想。
979,"00:49:45,240","00:49:47,100",2985.24,2987.1,Your ideas are like your children.,你的想法就像你的孩子。
980,"00:49:47,100","00:49:50,370",2987.1,2990.37,And you don't want them to go into the world in rags.,你不会愿意让他们衣衫褴褛地走入世界。
981,"00:49:50,370","00:49:51,870",2990.37,2991.87,So what you want to do is to be sure,所以你想要做的是确保
982,"00:49:51,870","00:49:55,390",2991.87,2995.39,"that you have these techniques, these mechanisms,",你掌握这些技巧、这些方法，
983,"00:49:55,390","00:49:58,470",2995.39,2998.47,these thoughts about how to present ideas that you have so,知道如何呈现你的想法，
984,"00:49:58,470","00:50:02,280",2998.47,3002.28,that they're recognized for the value that is in them.,好让它们因其中的价值而被认可。
985,"00:50:02,280","00:50:05,370",3002.28,3005.37,So that's why it's a legitimate thing to concern yourself,这就是为什么讲究包装
986,"00:50:05,370","00:50:08,010",3005.37,3008.01,with packaging.,是一件理所应当的事。
987,"00:50:08,010","00:50:11,070",3008.01,3011.07,"Now, how do you get remembered?",那么，怎样才能让人记住你？
988,"00:50:11,070","00:50:14,720",3011.07,3014.72,"Well, there's something I like to call Winston's star.",我有个喜欢称之为「温斯顿之星」的东西。
989,"00:50:14,720","00:50:20,130",3014.72,3020.13,And every one of the items I'm about to articulate starts,接下来我要讲的每一项
990,"00:50:20,130","00:50:24,510",3020.13,3024.51,with an S. So if you want your presentation ideas,都以 S 开头。所以，如果你想让你的演示
991,"00:50:24,510","00:50:27,240",3024.51,3027.24,"to be remembered, one of the things you need to do",中的想法被人记住，你需要做的
992,"00:50:27,240","00:50:32,820",3027.24,3032.82,is to make sure that you have some kind of symbol associated,一件事是：确保你的工作配有一个
993,"00:50:32,820","00:50:34,590",3032.82,3034.59,with your work.,对应的标志。
994,"00:50:34,590","00:50:37,980",3034.59,3037.98,So this arch example is actually from my PhD thesis,这个拱门的例子其实来自我的博士论文，
995,"00:50:37,980","00:50:39,780",3037.98,3039.78,"many, many years ago.",那是很多很多年前的事了。
996,"00:50:39,780","00:50:45,000",3039.78,3045.0,"And in the course of my work at that time,",在我当时的研究过程中，
997,"00:50:45,000","00:50:47,820",3045.0,3047.82,"this work on arch learning became mildly famous,",这项关于拱门学习的工作小有名气，
998,"00:50:47,820","00:50:49,770",3047.82,3049.77,and I didn't know why.,我却不知道为什么。
999,"00:50:49,770","00:50:51,630",3049.77,3051.63,It was only many years later that I realized,直到多年后我才意识到，
1000,"00:50:51,630","00:50:54,660",3051.63,3054.66,that that work accidentally had all of the elements,那项工作碰巧具备了所有要素。
1001,"00:50:54,660","00:50:56,220",3054.66,3056.22,on this star.,在这颗星上。
1002,"00:50:56,220","00:50:59,910",3056.22,3059.91,So the first element is that there was a kind of symbol.,所以第一个元素就是：它有某种符号。
1003,"00:50:59,910","00:51:00,900",3059.91,3060.9,It's the arch itself.,那就是拱门本身。
1004,"00:51:00,900","00:51:05,510",3060.9,3065.51,,
1005,"00:51:05,510","00:51:10,480",3065.51,3070.48,"Next thing you need is some kind of slogan,",接下来你需要的是某种口号，
1006,"00:51:10,480","00:51:13,740",3070.48,3073.74,a kind of phrase that provides a handle on the work.,一个能让人把握住这项工作的短语。
1007,"00:51:13,740","00:51:17,160",3073.74,3077.16,"And in this case, the phrase was one shot learning.",在这里，那个短语就是 one shot learning。
1008,"00:51:17,160","00:51:20,120",3077.16,3080.12,,
1009,"00:51:20,120","00:51:23,340",3080.12,3083.34,And it was one shot because the program I wrote,之所以是“one shot”，是因为我写的程序
1010,"00:51:23,340","00:51:27,030",3083.34,3087.03,learned something definite from every example that,从每一个呈现给它的例子里
1011,"00:51:27,030","00:51:28,860",3087.03,3088.86,was presented to us.,都学到了某些确定的东西。
1012,"00:51:28,860","00:51:32,970",3088.86,3092.97,So in going from a model based on this configuration,所以当从一个基于这个构型的模型
1013,"00:51:32,970","00:51:35,940",3092.97,3095.94,"to something that isn't an arch base on that configuration,",转向一个不是那种构型拱门的东西时，
